"pathway","description","functional_category","t","p","FDR","mcra_asv_contrib","mean_counts_per_million","shown_in_panel_c"
"GLYCOL-GLYOXDEG-PWY","superpathway of glycol metabolism and degradation","Other housekeeping (excluded)",-1.64068634927597,0.0996111413121871,0.164136576980001,0,355.339617072246,FALSE
"PENTOSE-P-PWY","pentose phosphate pathway","Other housekeeping (excluded)",-1.69560549011745,0.0878364993780864,0.146075064545854,0.00802860906330369,5641.75110944278,FALSE
"METHGLYUT-PWY","superpathway of methylglyoxal degradation","Other housekeeping (excluded)",-1.70707333998603,0.087932164161509,0.146075064545854,0.0185026218147635,437.152134343105,FALSE
"NADSYN-PWY","NAD biosynthesis II (from tryptophan)","Other housekeeping (excluded)",-1.71740857253865,0.0845939378917887,0.142271622818008,0.00167953628028769,211.875757738678,FALSE
"PWY-6210","2-aminophenol degradation","Other housekeeping (excluded)",-1.71822401844367,0.0836873997670776,0.141919882105002,0,54.8529300320284,FALSE
"PWY-6182","superpathway of salicylate degradation","Other housekeeping (excluded)",-1.72230913481903,0.0835817280756378,0.141919882105002,0,706.169596394752,FALSE
"LPSSYN-PWY","superpathway of lipopolysaccharide biosynthesis","Other housekeeping (excluded)",-1.73787507254132,0.0817368625509279,0.139776903605999,0,811.684398989253,FALSE
"PWY-5655","L-tryptophan degradation IX","Other housekeeping (excluded)",-1.76154910579591,0.0764685985652523,0.131875930576516,2.73497104046255e-05,96.076475827763,FALSE
"PWY-5028","L-histidine degradation II","Other housekeeping (excluded)",-1.80666429833795,0.0691850849178809,0.121372110179214,0,1727.37038766103,FALSE
"PWY0-41","allantoin degradation IV (anaerobic)","Other housekeeping (excluded)",-1.80858517264204,0.0701826646295982,0.122593753237109,0,304.91041711434,FALSE
"PWY-5189","tetrapyrrole biosynthesis II (from glycine)","Other housekeeping (excluded)",-1.85445167717918,0.0622207700834146,0.110103710538912,0.0331975991488625,5089.34473194796,FALSE
"PWY-6185","4-methylcatechol degradation (ortho cleavage)","Other housekeeping (excluded)",-1.86607352677674,0.0620055423728117,0.110103710538912,0,538.544696367222,FALSE
"PWY-7347","sucrose biosynthesis III","Other housekeeping (excluded)",-1.86635509756024,0.0649862551800611,0.114499592460108,0.00622638968341993,59.7571731449671,FALSE
"PWY-7097","vanillin and vanillate degradation I","Other housekeeping (excluded)",-1.87397741625545,0.0600054875189264,0.109902594908201,0.000633472189745159,132.804062310734,FALSE
"PWY-6338","superpathway of vanillin and vanillate degradation","Other housekeeping (excluded)",-1.87397741626504,0.0600054875189223,0.109902594908201,0.000633472189745032,132.804062310734,FALSE
"PWY-5651","L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde","Other housekeeping (excluded)",-1.87702895615009,0.0596996345140433,0.109902594908201,0.000158623347920299,162.990546660663,FALSE
"PWY-6629","superpathway of L-tryptophan biosynthesis","Other housekeeping (excluded)",-1.87840109333798,0.0603891907426456,0.109902594908201,0.00988892191148147,1755.38534913608,FALSE
"PWY0-42","2-methylcitrate cycle I","Other housekeeping (excluded)",-1.8829394825671,0.0582136371972172,0.109184102945933,0,972.94369556058,FALSE
"PYRIDOXSYN-PWY","pyridoxal 5'-phosphate biosynthesis I","Other housekeeping (excluded)",-1.89796299628176,0.0578050752428006,0.108919748258425,1.4518337625705e-05,1426.98439924282,FALSE
"PWY-4984","urea cycle","Other housekeeping (excluded)",-1.90989584613297,0.0550337975329379,0.104667082223859,0.0152904201397618,1970.30936051988,FALSE
"P184-PWY","protocatechuate degradation I (meta-cleavage pathway)","Other housekeeping (excluded)",-1.91594743515617,0.0545394323044377,0.104615790261565,0.000624378747790389,164.606231073845,FALSE
"PWY-7098","vanillin and vanillate degradation II","Other housekeeping (excluded)",-1.92033964448707,0.0540384359574973,0.104235276941713,0.000559583625669698,147.687261125119,FALSE
"PWY-6690","cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate","Other housekeeping (excluded)",-1.93577303617735,0.0516902306245325,0.101632482435675,0,312.846615751112,FALSE
"SUCSYN-PWY","sucrose biosynthesis I (from photosynthesis)","Other housekeeping (excluded)",-1.94728839053357,0.0547497870410647,0.104615790261565,0.00556686762327321,170.147072606148,FALSE
"PWY-5747","2-methylcitrate cycle II","Other housekeeping (excluded)",-1.96234736734277,0.0484744269216755,0.0971876441237534,0,870.931945782173,FALSE
"ORNARGDEG-PWY","superpathway of L-arginine and L-ornithine degradation","Other housekeeping (excluded)",-1.97973956128996,0.0479713866208406,0.0966552195776343,0.0103006299433231,561.234900954167,FALSE
"PWY0-1261","anhydromuropeptides recycling","Other housekeeping (excluded)",-1.98373426830926,0.0465063799329319,0.0946404831635164,0.0119531422059833,4625.01137559999,FALSE
"PWY-5654","2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate","Other housekeeping (excluded)",-1.99672899399102,0.0450905751341292,0.0928312677486103,0,121.238589281677,FALSE
"PWY0-1533","methylphosphonate degradation I","Other housekeeping (excluded)",-2.01744118060602,0.0425725148863947,0.0888564797885263,4.24295226994812e-05,1748.57141440356,FALSE
"PWY-7616","methanol oxidation to carbon dioxide","Other housekeeping (excluded)",-2.01892729995597,0.0432512126732765,0.0898124671327731,1.21493437949229e-06,593.212238707704,FALSE
"PWY-5741","ethylmalonyl-CoA pathway","Other housekeeping (excluded)",-2.03517772909358,0.0408055489534069,0.0860510799172881,0.00441264192174749,565.843445550487,FALSE
"PWY-7539","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","Other housekeeping (excluded)",-2.04145833299612,0.0402980632749312,0.0860097214500573,0,4903.52613742765,FALSE
"PWY-7255","ergothioneine biosynthesis I (bacteria)","Other housekeeping (excluded)",-2.04430060837416,0.0402459704602692,0.0860097214500573,0.00515808511112018,694.216679302242,FALSE
"PWY-5420","catechol degradation II (meta-cleavage pathway)","Other housekeeping (excluded)",-2.04675492646066,0.0402070460109522,0.0860097214500573,0.00662191886249725,344.088263330915,FALSE
"PWY-3661","glycine betaine degradation I","Other housekeeping (excluded)",-2.1303094072194,0.0407370938485732,0.0860510799172881,0.00284954393747803,140.599223194538,FALSE
"PWY-7090","UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis","Other housekeeping (excluded)",-2.15106095836962,0.0319421327016805,0.0710406995059232,5.24732464557227e-05,83.1818650347654,FALSE
"ECASYN-PWY","enterobacterial common antigen biosynthesis","Other housekeeping (excluded)",-2.239107894159,0.0255574921392025,0.0591017005719059,0.0100738980706275,503.721745094137,FALSE
"PWY-6876","isopropanol biosynthesis","Other housekeeping (excluded)",-2.24545899366477,0.0242128969526271,0.0566359141363174,0.0144901501025414,905.793298713486,FALSE
"PWY-5529","superpathway of bacteriochlorophyll a biosynthesis","Other housekeeping (excluded)",-2.25832599796927,0.0245268772276293,0.057042508752258,0.00286956898132097,570.150789416205,FALSE
"PWY-7663","gondoate biosynthesis (anaerobic)","Other housekeeping (excluded)",-2.26151336382215,0.0231942619511998,0.0545668474805684,1.11332469781125e-05,8031.25073671668,FALSE
"PWY-5973","cis-vaccenate biosynthesis","Other housekeeping (excluded)",-2.2751265729557,0.0223894963022284,0.053289619853842,9.69469146283707e-06,7847.85157062849,FALSE
"HISDEG-PWY","L-histidine degradation I","Other housekeeping (excluded)",-2.27933545035427,0.0222304535436019,0.0532223211308587,0,2793.00320122004,FALSE
"PWY-6700","queuosine biosynthesis","Other housekeeping (excluded)",-2.28249824098123,0.0219642997367967,0.0532111309099778,0,3358.38492662702,FALSE
"ENTBACSYN-PWY","enterobactin biosynthesis","Other housekeeping (excluded)",-2.28523939046455,0.022657908113624,0.0536149337339823,0,1118.48849252187,FALSE
"HEXITOLDEGSUPER-PWY","superpathway of hexitol degradation (bacteria)","Other housekeeping (excluded)",-2.31538351888565,0.0203918023241139,0.0506064850360632,0.00949504437558249,1496.9433252256,FALSE
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY","protocatechuate degradation II (ortho-cleavage pathway)","Other housekeeping (excluded)",-2.39499561226223,0.0163058775460489,0.0422706507085471,0.00330157459808397,3199.38785005195,FALSE
"ORNDEG-PWY","superpathway of ornithine degradation","Other housekeeping (excluded)",-2.42617405928285,0.0151570076590138,0.0395442443411449,0.000112949993594465,750.256207968677,FALSE
"PWY-7376","cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)","Other housekeeping (excluded)",-2.44234781803747,0.0147315603502543,0.0386822262100226,0.0186674594737541,1220.45829478798,FALSE
"PWY-5415","catechol degradation I (meta-cleavage pathway)","Other housekeeping (excluded)",-2.45400874246832,0.0139440231288892,0.0370542319703715,0,790.147766761498,FALSE
"PWY-5419","catechol degradation to 2-oxopent-4-enoate II","Other housekeeping (excluded)",-2.45901062625072,0.0140205202050054,0.0370542319703715,0.00995793399676703,317.873155902045,FALSE
"PWY-5181","toluene degradation III (aerobic) (via p-cresol)","Other housekeeping (excluded)",-2.46009649734906,0.0139072364861295,0.0370542319703715,0.00339027992400448,992.456183567389,FALSE
"PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis I","Other housekeeping (excluded)",-2.58305866405463,0.00969375312623874,0.0268391668189059,0,2696.49355789691,FALSE
"PWY-5384","sucrose degradation IV (sucrose phosphorylase)","Other housekeeping (excluded)",-2.60812096367849,0.00910597165575808,0.0257370171103718,0.00994466542767132,1699.29318530862,FALSE
"PWY-6071","superpathway of phenylethylamine degradation","Other housekeeping (excluded)",-2.65148021975654,0.00838582218384385,0.0238673400617094,0.00702606973465882,863.593734857911,FALSE
"PWY0-321","phenylacetate degradation I (aerobic)","Other housekeeping (excluded)",-2.65560443333144,0.00822846376204844,0.0235843996560121,0.00738522932420861,931.07195474817,FALSE
"GLUCOSE1PMETAB-PWY","glucose and glucose-1-phosphate degradation","Other housekeeping (excluded)",-2.65810819784799,0.00793429661036154,0.0229025441164337,0.00953615752300068,1861.45675168749,FALSE
"PWY-5154","L-arginine biosynthesis III (via N-acetyl-L-citrulline)","Other housekeeping (excluded)",-2.66034440488031,0.00776717473847051,0.022580286561125,0.0190031279271845,4498.95132045265,FALSE
"GALACTARDEG-PWY","D-galactarate degradation I","Other housekeeping (excluded)",-2.67595517348117,0.007493754836393,0.0222624687475325,4.27324692396443e-05,621.929957971249,FALSE
"GLUCARGALACTSUPER-PWY","superpathway of D-glucarate and D-galactarate degradation","Other housekeeping (excluded)",-2.67595517348117,0.007493754836393,0.0222624687475325,4.27324692396443e-05,621.929957971249,FALSE
"CHLOROPHYLL-SYN","chlorophyllide a biosynthesis I (aerobic, light-dependent)","Other housekeeping (excluded)",-2.67653009802704,0.00773738036990484,0.022580286561125,0.0322989073109178,510.021972155551,FALSE
"PWY-181","photorespiration","Other housekeeping (excluded)",-2.68746976238177,0.00713720184737933,0.0215173418658029,0.00503309464260772,1677.27689046183,FALSE
"LEU-DEG2-PWY","L-leucine degradation I","Other housekeeping (excluded)",-2.77586147933033,0.00549194051339792,0.0177398395948647,0.002685799748638,2423.62119833877,FALSE
"PWY-7371","1,4-dihydroxy-6-naphthoate biosynthesis II","Other housekeeping (excluded)",-2.81592820056592,0.0048703479005442,0.016096472819106,0,939.321584751629,FALSE
"PWY-5180","toluene degradation I (aerobic) (via o-cresol)","Other housekeeping (excluded)",-2.82293578877126,0.00475508159083679,0.0158632639956604,0,1121.21173470987,FALSE
"PWY-5182","toluene degradation II (aerobic) (via 4-methylcatechol)","Other housekeeping (excluded)",-2.82293578877126,0.00475508159083679,0.0158632639956604,0,1121.21173470987,FALSE
"GLUCARDEG-PWY","D-glucarate degradation I","Other housekeeping (excluded)",-2.88071830578418,0.00405896152140406,0.0142413563725125,4.16568080324541e-05,680.225003421918,FALSE
"PWY-6519","8-amino-7-oxononanoate biosynthesis I","Other housekeeping (excluded)",-2.9068451917958,0.00390691122672796,0.0138270684285068,4.27775323388425e-06,2207.64387217017,FALSE
"ALL-CHORISMATE-PWY","superpathway of chorismate metabolism","Other housekeeping (excluded)",-2.96496642371565,0.00321965718902286,0.0118054096930838,0.00819274841250047,1690.20053665852,FALSE
"BIOTIN-BIOSYNTHESIS-PWY","biotin biosynthesis I","Other housekeeping (excluded)",-3.08664379248603,0.00219311671888656,0.00850093813892218,0.000235331090699694,2266.1091798499,FALSE
"PPGPPMET-PWY","ppGpp biosynthesis","Other housekeeping (excluded)",-3.11366486096493,0.00198009729386663,0.00782426794760892,0.00261170467828343,1278.87274141551,FALSE
"PWY-7374","1,4-dihydroxy-6-naphthoate biosynthesis I","Other housekeeping (excluded)",-3.12303987242141,0.00183356029416249,0.00777353166379308,0,671.86907824321,FALSE
"PWY0-862","(5Z)-dodec-5-enoate biosynthesis","Other housekeeping (excluded)",-3.18215862493729,0.00153179711248547,0.00676462884280962,4.6833228266693e-06,2769.19848900209,FALSE
"PWY-5531","chlorophyllide a biosynthesis II (anaerobic)","Other housekeeping (excluded)",-3.18707919999152,0.00154572600093684,0.00676462884280962,0.0211469725368818,743.383967014925,FALSE
"PWY-7159","chlorophyllide a biosynthesis III (aerobic, light independent)","Other housekeeping (excluded)",-3.18707919999152,0.00154572600093684,0.00676462884280962,0.0211469725368818,743.383967014925,FALSE
"PWY0-1241","ADP-L-glycero-&beta;-D-manno-heptose biosynthesis","Other housekeeping (excluded)",-3.27431542006847,0.00110393003323487,0.00539846639967518,0,1553.5470542729,FALSE
"PWY-7315","dTDP-N-acetylthomosamine biosynthesis","Other housekeeping (excluded)",-3.30105994000844,0.00104036054646277,0.00516374076110179,0.00999615963670038,1383.10466376374,FALSE
"HEMESYN2-PWY","heme biosynthesis II (anaerobic)","Other housekeeping (excluded)",-3.31701194018532,0.000951640797262008,0.00490275701880554,0.0215484332812069,4266.49320922786,FALSE
"PWY0-1061","superpathway of L-alanine biosynthesis","Other housekeeping (excluded)",-3.59078512451915,0.000362733803714914,0.00217106850164662,0.0111280724697973,3880.87337465526,FALSE
"PWY-5920","superpathway of heme biosynthesis from glycine","Other housekeeping (excluded)",-4.3259535667884,1.97490232414647e-05,0.00016528098618209,0.0144913741847152,2447.08779581312,FALSE
"PWY-6353","purine nucleotides degradation II (aerobic)","Other housekeeping (excluded)",-4.33407461918276,1.90710645467112e-05,0.000165147303627904,0.00841384097248363,3562.43653300991,FALSE
"PWY-7328","superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis","Other housekeeping (excluded)",-4.34633490604801,1.9029262020428e-05,0.000165147303627904,0.0146682498951503,2258.32546693931,FALSE
"PWY-6608","guanosine nucleotides degradation III","Other housekeeping (excluded)",-4.35922515505932,1.74927446746227e-05,0.000158212157390476,0.00549775966532051,3831.29328171536,FALSE
"COLANSYN-PWY","colanic acid building blocks biosynthesis","Other housekeeping (excluded)",-4.41106459616009,1.37733752523587e-05,0.000130366598318837,0.016744828924993,3384.37744876012,FALSE
"HEME-BIOSYNTHESIS-II","heme biosynthesis I (aerobic)","Other housekeeping (excluded)",-4.6201212153984,5.71201087181927e-06,6.64225264237269e-05,0.0198014281556736,3161.38287921991,FALSE
"PWY0-1479","tRNA processing","Other housekeeping (excluded)",-4.78406224297423,2.73079168891835e-06,3.70477405796589e-05,0.0166698057836942,2874.53446871111,FALSE
"SALVADEHYPOX-PWY","adenosine nucleotides degradation II","Other housekeeping (excluded)",-4.87459305807345,1.82058089133568e-06,2.55509111301248e-05,0.0032041950176215,4348.76434299242,FALSE
"PWY-5918","superpathay of heme biosynthesis from glutamate","Other housekeeping (excluded)",-5.30544172207777,2.30211232775689e-07,4.25890780635025e-06,0.0237350090379192,4036.4047602931,FALSE
"PWY-5304","superpathway of sulfur oxidation (Acidianus ambivalens)","Sulfur / nitrogen metabolism",1.29511743961918,0.191752309829589,0.277733772600152,0,1368.31229518449,FALSE
"PWY-5347","superpathway of L-methionine biosynthesis (transsulfuration)","Sulfur / nitrogen metabolism",1.06719930945702,0.281544923746818,0.36727174347742,0.0276175312090854,3908.32826637804,FALSE
"DENITRIFICATION-PWY","nitrate reduction I (denitrification)","Sulfur / nitrogen metabolism",-0.421494343047875,0.670182682950797,0.737200951245877,0,682.894273833775,FALSE
"SO4ASSIM-PWY","sulfate reduction I (assimilatory)","Sulfur / nitrogen metabolism",-2.71387777011542,0.00663572567149542,0.0201547787186466,0.00290216863529501,5727.81198906135,TRUE
"PWY490-3","nitrate reduction VI (assimilatory)","Sulfur / nitrogen metabolism",-2.83962442521697,0.00452006867226644,0.0153305662467703,0.00461702647712246,1167.51572746465,TRUE
"SULFATE-CYS-PWY","superpathway of sulfate assimilation and cysteine biosynthesis","Sulfur / nitrogen metabolism",-4.30703300645582,2.14405529605922e-05,0.00017110402068551,0.00789271849489503,5500.23585251522,TRUE
"PWY-5345","superpathway of L-methionine biosynthesis (by sulfhydrylation)","Sulfur / nitrogen metabolism",-4.94910490650734,1.25420700857241e-06,1.89060093514433e-05,0.0143485554363001,4557.98708271903,TRUE
