Species_Code,DBH,Latitude,Longitude
TSCA,31.20,41.99025,-72.12830
TSCA,32.40,41.99025,-72.12990
ACRU,35.40,41.99026,-72.13030
PIST,1.30,41.99026,-72.12964
TSCA,24.00,41.99026,-72.12951
BELE,28.20,41.99026,-72.12833
TSCA,34.80,41.99026,-72.13055
TSCA,37.00,41.99026,-72.13008
TSCA,4.20,41.99026,-72.13007
TSCA,9.00,41.99026,-72.12990
ACRU,32.30,41.99026,-72.13034
PIST,1.00,41.99026,-72.12841
PIST,18.10,41.99026,-72.12827
TSCA,32.80,41.99026,-72.12825
ACRU,41.30,41.99026,-72.13037
TSCA,48.50,41.99026,-72.13024
PIST,1.10,41.99026,-72.12966
PIST,1.10,41.99026,-72.12965
TSCA,13.50,41.99027,-72.12991
TSCA,40.60,41.99027,-72.13046
QURU,65.20,41.99027,-72.12984
ACRU,25.80,41.99027,-72.13038
TSCA,9.00,41.99027,-72.13017
TSCA,46.30,41.99027,-72.13003
PIST,68.20,41.99028,-72.12946
TSCA,33.00,41.99028,-72.12999
PIST,1.80,41.99028,-72.12843
TSCA,5.80,41.99028,-72.12981
TSCA,17.80,41.99028,-72.13029
TSCA,24.20,41.99028,-72.13001
TSCA,28.70,41.99028,-72.13000
TSCA,22.50,41.99028,-72.13037
TSCA,5.80,41.99028,-72.13002
ACRU,28.90,41.99028,-72.13036
PIST,23.60,41.99029,-72.12945
TSCA,36.00,41.99029,-72.13012
ACRU,26.50,41.99029,-72.13013
TSCA,8.90,41.99029,-72.13003
TSCA,7.50,41.99029,-72.12998
ACRU,27.30,41.99029,-72.12950
ACRU,42.00,41.99030,-72.13051
TSCA,26.50,41.99030,-72.12987
TSCA,13.80,41.99030,-72.13033
TSCA,48.30,41.99030,-72.13019
ACRU,36.70,41.99030,-72.13003
PIST,1.40,41.99030,-72.12843
PIST,17.70,41.99030,-72.12835
TSCA,39.50,41.99031,-72.13035
TSCA,15.50,41.99031,-72.12985
TSCA,6.90,41.99031,-72.13000
BELE,23.40,41.99031,-72.12836
PIST,24.00,41.99031,-72.12944
QURU,33.00,41.99031,-72.13002
TSCA,21.30,41.99032,-72.12981
ACRU,24.00,41.99032,-72.12821
TSCA,30.70,41.99032,-72.12983
ACRU,34.50,41.99032,-72.12978
TSCA,1.00,41.99032,-72.12941
ACRU,32.20,41.99032,-72.13031
TSCA,8.50,41.99032,-72.13034
TSCA,311.00,41.99032,-72.12976
ACRU,22.60,41.99032,-72.12824
TSCA,39.00,41.99033,-72.13032
TSCA,20.60,41.99033,-72.13019
TSCA,37.30,41.99033,-72.13002
TSCA,33.10,41.99033,-72.12977
BELE,19.40,41.99033,-72.12827
ACRU,37.90,41.99033,-72.13035
TSCA,34.00,41.99034,-72.12983
TSCA,12.70,41.99034,-72.12979
BELE,20.70,41.99034,-72.12822
TSCA,36.20,41.99034,-72.13006
TSCA,33.50,41.99034,-72.12821
ACRU,30.80,41.99034,-72.13006
BELE,11.80,41.99035,-72.12839
TSCA,54.00,41.99035,-72.12958
BELE,35.10,41.99035,-72.12957
PIST,39.90,41.99035,-72.12949
TSCA,24.20,41.99035,-72.12832
TSCA,48.50,41.99036,-72.13046
ACRU,16.00,41.99036,-72.12820
TSCA,1.40,41.99036,-72.12938
TSCA,19.20,41.99036,-72.13017
TSCA,17.60,41.99036,-72.12832
TSCA,42.90,41.99036,-72.12961
TSCA,17.90,41.99037,-72.13032
TSCA,6.90,41.99037,-72.13031
TSCA,54.00,41.99037,-72.13022
BELE,27.00,41.99037,-72.12820
TSCA,28.70,41.99037,-72.13054
PIST,37.30,41.99037,-72.13015
TSCA,7.80,41.99037,-72.12948
TSCA,3.50,41.99037,-72.12943
PIST,1.00,41.99038,-72.12927
TSCA,24.70,41.99038,-72.13035
TSCA,28.90,41.99038,-72.12984
TSCA,6.80,41.99038,-72.13019
TSCA,30.00,41.99038,-72.12819
PIST,58.40,41.99038,-72.12944
BELE,35.50,41.99038,-72.12838
TSCA,43.00,41.99039,-72.13041
TSCA,27.20,41.99039,-72.12835
TSCA,1.50,41.99039,-72.12948
BELE,36.20,41.99040,-72.12841
BELE,17.30,41.99040,-72.12835
TSCA,40.70,41.99040,-72.12982
QURU,31.00,41.99040,-72.12998
PIST,1.10,41.99040,-72.12922
ACRU,30.30,41.99041,-72.13012
BELE,4.30,41.99041,-72.12826
BELE,21.50,41.99041,-72.12823
QURU,38.00,41.99042,-72.12818
TSCA,29.70,41.99042,-72.12949
BELE,17.10,41.99042,-72.12836
TSCA,36.50,41.99042,-72.13001
ACRU,43.10,41.99042,-72.12943
TSCA,22.50,41.99042,-72.13046
BELE,40.50,41.99043,-72.12944
BELE,36.00,41.99043,-72.12947
TSCA,13.20,41.99043,-72.12840
BELE,19.80,41.99044,-72.12827
ACRU,16.30,41.99044,-72.12818
TSCA,37.70,41.99044,-72.12980
TSCA,50.00,41.99044,-72.13059
TSCA,44.70,41.99045,-72.12831
TSCA,27.30,41.99045,-72.12955
TSCA,23.60,41.99045,-72.12961
TSCA,16.90,41.99045,-72.12998
TSCA,40.40,41.99045,-72.12977
TSCA,30.00,41.99045,-72.12948
TSCA,40.60,41.99046,-72.13037
TSCA,2.90,41.99046,-72.13000
TSCA,20.30,41.99046,-72.13026
BELE,22.20,41.99046,-72.12827
BELE,27.60,41.99047,-72.12838
TSCA,13.70,41.99047,-72.12946
ACRU,42.50,41.99047,-72.12963
TSCA,34.90,41.99048,-72.13033
ACRU,36.30,41.99048,-72.12976
TSCA,32.00,41.99048,-72.13036
TSCA,41.50,41.99049,-72.13010
BELE,22.30,41.99049,-72.12821
TSCA,39.40,41.99049,-72.12978
TSCA,30.70,41.99049,-72.12958
TSCA,38.60,41.99049,-72.12824
ACRU,22.10,41.99049,-72.12816
TSCA,22.60,41.99050,-72.12963
TSCA,32.10,41.99050,-72.13058
TSCA,33.50,41.99050,-72.12955
BELE,16.10,41.99051,-72.12834
PIST,1.00,41.99051,-72.12869
ACRU,16.00,41.99051,-72.12837
BELE,31.60,41.99051,-72.12839
QURU,34.50,41.99051,-72.12823
PIST,52.60,41.99051,-72.13012
TSCA,21.80,41.99052,-72.12954
ACRU,37.00,41.99053,-72.12983
TSCA,36.40,41.99053,-72.12817
TSCA,6.90,41.99054,-72.12822
TSCA,5.10,41.99054,-72.12826
TSCA,45.90,41.99054,-72.13004
TSCA,35.00,41.99054,-72.13043
QURU,53.30,41.99054,-72.12827
BELE,25.10,41.99054,-72.12959
TSCA,25.90,41.99054,-72.12958
PIST,35.40,41.99054,-72.13028
TSCA,25.40,41.99055,-72.12822
PIST,27.20,41.99055,-72.13034
ACRU,31.90,41.99055,-72.13007
BELE,17.60,41.99055,-72.12815
TSCA,11.80,41.99055,-72.13045
TSCA,7.00,41.99055,-72.12836
TSCA,33.30,41.99055,-72.12953
TSCA,45.90,41.99056,-72.13010
PIST,47.10,41.99056,-72.13037
TSCA,19.60,41.99056,-72.13060
ACRU,26.90,41.99056,-72.12951
TSCA,12.00,41.99056,-72.12821
PIST,1.00,41.99056,-72.12971
TSCA,44.50,41.99056,-72.12833
BELE,26.80,41.99056,-72.12816
TSCA,30.10,41.99057,-72.12822
ACRU,24.40,41.99057,-72.12952
TSCA,48.80,41.99057,-72.13026
PIST,23.00,41.99057,-72.12818
ACRU,49.00,41.99058,-72.13034
ACRU,29.90,41.99058,-72.12835
TSCA,41.60,41.99058,-72.13035
TSCA,47.80,41.99059,-72.12831
ACRU,34.90,41.99059,-72.12971
PIST,75.50,41.99059,-72.12961
ACRU,25.20,41.99060,-72.12815
PIST,55.50,41.99060,-72.12967
TSCA,7.50,41.99060,-72.12818
BELE,22.00,41.99060,-72.12819
TSCA,15.50,41.99060,-72.12959
QURU,59.50,41.99060,-72.12825
TSCA,42.20,41.99060,-72.12970
PIST,42.10,41.99062,-72.12976
ACRU,48.00,41.99062,-72.12987
TSCA,33.30,41.99062,-72.12825
TSCA,1.00,41.99062,-72.12999
PIST,1.40,41.99062,-72.12998
ACRU,39.30,41.99062,-72.12828
ACRU,45.30,41.99063,-72.12949
PIST,80.40,41.99063,-72.12822
TSCA,25.50,41.99063,-72.12828
TSCA,43.50,41.99063,-72.13057
ACRU,39.00,41.99064,-72.13011
TSCA,19.00,41.99064,-72.13017
TSCA,1.70,41.99064,-72.12995
PIST,1.00,41.99064,-72.12996
TSCA,37.60,41.99064,-72.12984
TSCA,40.80,41.99064,-72.12962
TSCA,9.10,41.99064,-72.12941
TSCA,2.00,41.99065,-72.12992
TSCA,7.80,41.99065,-72.13054
ACRU,27.20,41.99065,-72.12828
PIST,62.00,41.99066,-72.12990
PIST,25.00,41.99066,-72.12986
TSCA,24.00,41.99066,-72.12965
TSCA,35.60,41.99066,-72.13036
PIST,34.60,41.99066,-72.13000
TSCA,54.30,41.99066,-72.12965
ACRU,25.00,41.99067,-72.13038
TSCA,7.00,41.99067,-72.12821
ACRU,32.00,41.99067,-72.13056
BELE,9.10,41.99067,-72.12977
TSCA,42.10,41.99067,-72.12962
PIST,45.60,41.99067,-72.13057
TSCA,7.30,41.99067,-72.12978
PIST,14.40,41.99067,-72.12834
TSCA,62.40,41.99067,-72.12818
ACRU,25.60,41.99067,-72.13022
ACRU,35.70,41.99067,-72.12977
TSCA,23.50,41.99067,-72.12817
PIST,22.50,41.99067,-72.13055
PIST,40.70,41.99067,-72.13031
TSCA,28.90,41.99067,-72.12816
TSCA,44.90,41.99067,-72.13016
TSCA,1.20,41.99067,-72.12994
TSCA,5.20,41.99067,-72.12986
TSCA,3.50,41.99067,-72.12987
TSCA,7.10,41.99068,-72.12978
TSCA,11.40,41.99068,-72.12985
TSCA,14.20,41.99068,-72.13057
PIST,73.00,41.99068,-72.12970
TSCA,37.00,41.99068,-72.13040
ACRU,29.80,41.99069,-72.13025
ACRU,35.00,41.99069,-72.13024
PIST,1.70,41.99069,-72.12846
TSCA,31.90,41.99069,-72.13008
TSCA,1.50,41.99069,-72.12980
TSCA,5.80,41.99069,-72.12990
PIST,64.60,41.99070,-72.12989
TSCA,5.00,41.99070,-72.12980
PIST,22.30,41.99070,-72.12977
TSCA,38.20,41.99071,-72.13005
TSCA,57.00,41.99071,-72.13054
PIST,71.10,41.99072,-72.12981
TSCA,43.70,41.99072,-72.13019
TSCA,2.50,41.99072,-72.12990
TSCA,1.10,41.99072,-72.13027
TSCA,3.90,41.99072,-72.12990
TSCA,6.80,41.99072,-72.12976
TSCA,19.00,41.99073,-72.13017
QURU,44.10,41.99073,-72.13004
TSCA,22.00,41.99073,-72.13007
TSCA,42.50,41.99074,-72.13034
PIST,1.50,41.99074,-72.12990
TSCA,1.80,41.99074,-72.12986
TSCA,12.50,41.99074,-72.13034
PIST,1.20,41.99074,-72.12989
PIST,1.00,41.99075,-72.12989
TSCA,18.90,41.99075,-72.12969
TSCA,11.00,41.99075,-72.12970
TSCA,35.20,41.99076,-72.13046
BELE,1.80,41.99076,-72.13041
TSCA,5.20,41.99076,-72.12975
TSCA,22.80,41.99076,-72.12970
TSCA,13.60,41.99077,-72.13045
QURU,38.10,41.99077,-72.12964
TSCA,1.40,41.99078,-72.12977
PIST,25.50,41.99078,-72.12988
PIST,1.10,41.99078,-72.12991
PIST,1.20,41.99078,-72.12986
TSCA,1.50,41.99079,-72.12977
PIST,1.20,41.99079,-72.12991
ACRU,18.00,41.99079,-72.13047
TSCA,2.20,41.99079,-72.12980
TSCA,1.40,41.99080,-72.12980
PIST,77.80,41.99080,-72.12971
TSCA,37.40,41.99080,-72.13031
PIST,1.30,41.99080,-72.12977
PIST,1.20,41.99081,-72.12979
PIST,1.00,41.99081,-72.12976
PIST,1.50,41.99081,-72.12980
ACRU,22.80,41.99081,-72.12968
TSCA,1.50,41.99081,-72.12976
PIST,1.40,41.99082,-72.12975
PIST,1.50,41.99082,-72.12975
TSCA,12.30,41.99082,-72.13030
PIST,1.20,41.99082,-72.12975
PIST,1.00,41.99082,-72.12976
TSCA,1.10,41.99082,-72.12975
PIST,1.10,41.99082,-72.12975
TSCA,48.30,41.99083,-72.13050
PIST,1.10,41.99083,-72.12978
BELE,23.00,41.99083,-72.13029
PIST,53.60,41.99083,-72.13048
QURU,25.50,41.99084,-72.12964
QURU,37.20,41.99084,-72.12990
TSCA,22.00,41.99084,-72.13048
TSCA,47.70,41.99084,-72.12981
TSCA,26.70,41.99085,-72.12989
ACRU,4.60,41.99086,-72.12959
PIST,43.20,41.99086,-72.13046
PIST,21.50,41.99086,-72.12967
PIST,72.80,41.99087,-72.12986
TSCA,11.70,41.99087,-72.12965
TSCA,38.80,41.99087,-72.13047
ACRU,25.50,41.99087,-72.13037
TSCA,31.70,41.99088,-72.13049
TSCA,27.50,41.99088,-72.13036
BELE,218.00,41.99088,-72.13028
TSCA,10.10,41.99088,-72.13028
TSCA,26.80,41.99088,-72.13048
PIST,30.50,41.99089,-72.12978
ACRU,16.80,41.99090,-72.12991
TSCA,32.50,41.99090,-72.12990
PIST,52.80,41.99091,-72.13049
TSCA,25.00,41.99091,-72.13041
ACRU,39.50,41.99091,-72.13041
TSCA,27.70,41.99093,-72.13044
TSCA,24.40,41.99094,-72.13043
BELE,27.60,41.99095,-72.13044
TSCA,46.40,41.99098,-72.13046
