Species_Code,DBH,Latitude,Longitude
PIST,2.30,41.98940,-72.12913
PIST,2.60,41.98940,-72.12907
PIST,2.00,41.98940,-72.12902
PIST,6.30,41.98940,-72.12881
PIST,2.10,41.98941,-72.12914
TSCA,1.70,41.98941,-72.12912
PIST,7.10,41.98941,-72.12873
PIST,3.60,41.98941,-72.12869
TSCA,24.50,41.98941,-72.12940
PIST,8.90,41.98941,-72.12893
BELE,1.50,41.98941,-72.12891
BELE,2.80,41.98941,-72.12877
PIST,2.70,41.98941,-72.12869
PIST,3.80,41.98941,-72.12869
TSCA,7.60,41.98941,-72.12940
PIST,6.90,41.98941,-72.12879
PIST,2.50,41.98941,-72.12912
BELE,4.40,41.98941,-72.12892
PIST,2.30,41.98941,-72.12912
PIST,2.40,41.98941,-72.12910
BELE,5.00,41.98941,-72.12883
PIST,1.00,41.98941,-72.12894
PIST,2.60,41.98941,-72.12894
PIST,5.80,41.98941,-72.12888
PIST,1.00,41.98941,-72.12878
TSCA,13.80,41.98941,-72.13076
TSCA,13.10,41.98941,-72.13075
PIST,2.90,41.98941,-72.12914
PIST,2.80,41.98941,-72.12906
PIST,19.20,41.98941,-72.12963
TSCA,1.70,41.98941,-72.12910
PIST,3.90,41.98941,-72.12910
PIST,1.30,41.98941,-72.12894
PIST,4.60,41.98941,-72.12866
TSCA,27.50,41.98941,-72.12999
TSCA,27.90,41.98941,-72.13029
TSCA,29.00,41.98941,-72.13024
TSCA,25.20,41.98941,-72.13013
TSCA,21.90,41.98941,-72.12997
TSCA,20.00,41.98941,-72.12997
BELE,3.00,41.98941,-72.12875
BELE,1.00,41.98942,-72.12876
PIST,13.10,41.98942,-72.12969
BELE,3.20,41.98942,-72.12903
PIST,4.00,41.98942,-72.12866
TSCA,15.40,41.98942,-72.13044
TSCA,33.10,41.98942,-72.13008
PIST,15.30,41.98942,-72.12964
BELE,3.30,41.98942,-72.12903
PIST,2.50,41.98942,-72.12866
PIST,1.40,41.98942,-72.12866
TSCA,20.10,41.98942,-72.13054
BELE,26.00,41.98942,-72.13048
PIST,13.10,41.98942,-72.12971
TSCA,21.10,41.98942,-72.13064
TSCA,24.60,41.98942,-72.13065
PIST,1.80,41.98942,-72.12866
PIST,1.90,41.98942,-72.12866
PIST,3.80,41.98942,-72.12869
PIST,5.30,41.98942,-72.12866
TSCA,15.00,41.98942,-72.13054
ACRU,8.20,41.98942,-72.12909
PIST,3.80,41.98942,-72.12904
PIST,5.00,41.98942,-72.12894
PIST,4.10,41.98942,-72.12869
TSCA,14.90,41.98942,-72.13047
TSCA,21.90,41.98942,-72.13043
BELE,1.00,41.98942,-72.12875
PIST,5.60,41.98942,-72.12875
TSCA,11.60,41.98943,-72.13086
TSCA,52.30,41.98943,-72.12954
QURU,38.70,41.98943,-72.12943
PIST,6.10,41.98943,-72.12905
PIST,1.90,41.98943,-72.12885
PIST,1.60,41.98943,-72.12866
TSCA,47.00,41.98943,-72.12936
PIST,1.80,41.98943,-72.12914
PIST,5.10,41.98943,-72.12906
PIST,1.30,41.98943,-72.12893
ACRU,25.00,41.98943,-72.12955
ACRU,40.20,41.98943,-72.12909
ACRU,32.20,41.98943,-72.12966
PIST,2.80,41.98943,-72.12915
PIST,3.40,41.98943,-72.12895
PIST,1.90,41.98943,-72.12893
PIST,2.30,41.98943,-72.12892
PIST,5.80,41.98943,-72.12866
TSCA,17.20,41.98943,-72.13067
TSCA,23.30,41.98943,-72.13034
PIST,1.20,41.98943,-72.12980
BELE,2.20,41.98943,-72.12896
PIST,4.00,41.98943,-72.12871
PIST,3.60,41.98943,-72.12869
PIST,4.50,41.98943,-72.12867
PIST,54.80,41.98943,-72.13044
TSCA,1.90,41.98943,-72.12917
TSCA,1.10,41.98943,-72.12917
PIST,2.40,41.98943,-72.12909
TSCA,39.10,41.98943,-72.13075
PIST,3.30,41.98943,-72.12913
PIST,2.30,41.98943,-72.12912
PIST,2.40,41.98943,-72.12885
PIST,3.50,41.98943,-72.12877
PIST,4.00,41.98943,-72.12872
PIST,3.30,41.98943,-72.12867
PIST,3.40,41.98943,-72.12905
PIST,4.60,41.98943,-72.12872
TSCA,12.50,41.98943,-72.13003
PIST,2.80,41.98943,-72.12914
PIST,2.70,41.98943,-72.12910
PIST,5.60,41.98943,-72.12872
PIST,5.90,41.98943,-72.12871
TSCA,22.40,41.98943,-72.13061
TSCA,23.90,41.98943,-72.13046
TSCA,29.50,41.98943,-72.13045
PIST,1.70,41.98943,-72.12915
PIST,1.60,41.98943,-72.12898
PIST,1.90,41.98943,-72.12874
PIST,2.20,41.98943,-72.12869
PIST,1.50,41.98944,-72.12916
PIST,2.10,41.98944,-72.12914
PIST,1.80,41.98944,-72.12892
PIST,1.60,41.98944,-72.12917
PIST,1.60,41.98944,-72.12908
PIST,3.60,41.98944,-72.12873
PIST,2.50,41.98944,-72.12866
PIST,1.40,41.98944,-72.12866
PIST,1.10,41.98944,-72.12914
PIST,2.50,41.98944,-72.12914
PIST,1.70,41.98944,-72.12912
PIST,1.60,41.98944,-72.12909
PIST,6.10,41.98944,-72.12869
TSCA,43.00,41.98944,-72.13012
PIST,1.60,41.98944,-72.12905
PIST,6.20,41.98944,-72.12874
PIST,2.30,41.98944,-72.12874
PIST,3.00,41.98944,-72.12869
PIST,1.00,41.98944,-72.12895
PIST,9.50,41.98944,-72.12878
PIST,1.40,41.98944,-72.12874
PIST,1.90,41.98944,-72.12872
BELE,1.10,41.98944,-72.12986
ACRU,33.70,41.98944,-72.12965
PIST,1.10,41.98944,-72.12900
PIST,4.00,41.98944,-72.12874
PIST,5.20,41.98944,-72.12869
TSCA,36.30,41.98944,-72.13017
TSCA,38.10,41.98944,-72.13013
PIST,3.00,41.98944,-72.12912
PIST,3.20,41.98944,-72.12910
PIST,2.00,41.98944,-72.12879
PIST,1.00,41.98944,-72.12877
PIST,4.90,41.98944,-72.12874
PIST,4.30,41.98944,-72.12867
TSCA,13.10,41.98944,-72.13003
PIST,2.20,41.98944,-72.12894
PIST,4.20,41.98944,-72.12875
PIST,4.50,41.98944,-72.12871
TSCA,36.50,41.98944,-72.13020
PIST,1.30,41.98944,-72.12897
BELE,1.20,41.98944,-72.12895
PIST,1.30,41.98944,-72.12883
PIST,2.40,41.98944,-72.12871
PIST,4.10,41.98944,-72.12866
PIST,3.30,41.98944,-72.12866
TSCA,24.20,41.98944,-72.13000
TSCA,33.20,41.98944,-72.12943
PIST,2.10,41.98944,-72.12869
QURU,41.00,41.98945,-72.13075
TSCA,21.30,41.98945,-72.13008
PIST,1.70,41.98945,-72.12983
PIST,1.80,41.98945,-72.12898
PIST,1.00,41.98945,-72.12897
PIST,2.00,41.98945,-72.12876
PIST,1.20,41.98945,-72.12988
PIST,1.50,41.98945,-72.12894
PIST,1.40,41.98945,-72.12893
PIST,2.50,41.98945,-72.12875
PIST,6.10,41.98945,-72.12872
PIST,5.80,41.98945,-72.12869
PIST,4.90,41.98945,-72.12869
PIST,1.20,41.98945,-72.12866
PIST,2.70,41.98945,-72.12844
TSCA,17.00,41.98945,-72.13069
PIST,27.50,41.98945,-72.13066
BELE,2.00,41.98945,-72.12895
PIST,3.90,41.98945,-72.12873
PIST,3.20,41.98945,-72.12872
ACRU,33.60,41.98945,-72.12866
PIST,2.30,41.98945,-72.12843
PIST,2.30,41.98945,-72.12843
PIST,2.50,41.98945,-72.12747
PIST,1.40,41.98945,-72.12880
PIST,1.20,41.98945,-72.12875
PIST,12.10,41.98945,-72.12874
PIST,5.60,41.98945,-72.12872
PIST,1.20,41.98945,-72.12884
TSCA,13.50,41.98945,-72.13060
PIST,2.30,41.98945,-72.12989
PIST,2.30,41.98945,-72.12989
PIST,2.00,41.98945,-72.12897
BELE,2.10,41.98945,-72.12894
PIST,5.30,41.98945,-72.12879
PIST,1.70,41.98945,-72.12873
PIST,3.20,41.98945,-72.12872
PIST,2.10,41.98945,-72.12871
PIST,4.20,41.98945,-72.12871
PIST,1.60,41.98945,-72.12867
PIST,1.70,41.98945,-72.12867
PIST,11.00,41.98945,-72.12843
PIST,2.20,41.98945,-72.12843
TSCA,21.60,41.98945,-72.13021
BELE,3.90,41.98945,-72.12921
BELE,2.50,41.98945,-72.12893
PIST,1.20,41.98945,-72.12872
PIST,3.40,41.98945,-72.12872
PIST,2.00,41.98945,-72.12870
PIST,2.90,41.98945,-72.12867
TSCA,23.40,41.98945,-72.13052
TSCA,32.30,41.98945,-72.13031
PIST,1.40,41.98945,-72.12986
PIST,24.00,41.98945,-72.12944
PIST,7.10,41.98945,-72.12878
PIST,4.70,41.98945,-72.12875
PIST,9.20,41.98945,-72.12875
PIST,5.80,41.98945,-72.12875
PIST,2.80,41.98945,-72.12870
PIST,5.60,41.98945,-72.12867
TSCA,46.10,41.98945,-72.12998
PIST,1.50,41.98945,-72.12983
BELE,3.40,41.98945,-72.12922
PIST,1.30,41.98945,-72.12895
PIST,1.80,41.98945,-72.12875
PIST,4.00,41.98945,-72.12874
PIST,3.90,41.98945,-72.12871
PIST,2.80,41.98945,-72.12870
PIST,3.50,41.98945,-72.12869
PIST,1.70,41.98945,-72.12866
TSCA,2.90,41.98945,-72.12918
PIST,1.50,41.98945,-72.12879
PIST,4.10,41.98945,-72.12874
PIST,2.80,41.98945,-72.12874
PIST,6.10,41.98945,-72.12874
PIST,4.30,41.98945,-72.12871
PIST,4.60,41.98945,-72.12871
PIST,1.90,41.98945,-72.12868
ACRU,32.50,41.98946,-72.12958
PIST,2.20,41.98946,-72.12886
PIST,1.10,41.98946,-72.12879
PIST,1.60,41.98946,-72.12875
PIST,1.60,41.98946,-72.12875
PIST,1.90,41.98946,-72.12874
PIST,2.20,41.98946,-72.12871
PIST,4.30,41.98946,-72.12871
PIST,1.30,41.98946,-72.12867
PIST,4.90,41.98946,-72.12856
PIST,1.20,41.98946,-72.12844
PIST,1.50,41.98946,-72.12844
PIST,1.10,41.98946,-72.12841
TSCA,35.40,41.98946,-72.13077
TSCA,28.60,41.98946,-72.13070
BELE,32.50,41.98946,-72.13006
BELE,1.10,41.98946,-72.12985
PIST,1.60,41.98946,-72.12984
PIST,1.50,41.98946,-72.12984
BELE,1.70,41.98946,-72.12894
BELE,1.30,41.98946,-72.12892
PIST,4.50,41.98946,-72.12875
PIST,2.70,41.98946,-72.12875
PIST,3.60,41.98946,-72.12871
TSCA,16.50,41.98946,-72.13037
TSCA,2.60,41.98946,-72.12919
BELE,1.20,41.98946,-72.12893
PIST,2.10,41.98946,-72.12867
PIST,3.70,41.98946,-72.12866
PIST,2.90,41.98946,-72.12861
PIST,2.50,41.98946,-72.12859
PIST,24.60,41.98946,-72.12855
PIST,3.60,41.98946,-72.12841
PIST,2.30,41.98946,-72.12840
TSCA,23.40,41.98946,-72.13075
BELE,30.20,41.98946,-72.13004
TSCA,52.50,41.98946,-72.12975
PIST,1.10,41.98946,-72.12918
PIST,6.20,41.98946,-72.12883
PIST,7.40,41.98946,-72.12875
PIST,1.00,41.98946,-72.12873
PIST,1.70,41.98946,-72.12873
PIST,4.50,41.98946,-72.12873
PIST,1.50,41.98946,-72.12871
PIST,3.50,41.98946,-72.12867
PIST,2.40,41.98946,-72.12867
PIST,14.00,41.98946,-72.12867
PIST,1.50,41.98946,-72.12845
PIST,1.50,41.98946,-72.12844
TSCA,25.30,41.98946,-72.13029
PIST,1.90,41.98946,-72.12982
PIST,1.50,41.98946,-72.12873
PIST,1.60,41.98946,-72.12873
PIST,3.70,41.98946,-72.12868
PIST,3.60,41.98946,-72.12867
PIST,2.00,41.98946,-72.12861
PIST,3.60,41.98946,-72.12841
TSCA,25.80,41.98946,-72.13049
PIST,1.20,41.98946,-72.12886
PIST,1.90,41.98946,-72.12874
PIST,3.50,41.98946,-72.12870
PIST,1.70,41.98946,-72.12841
TSCA,27.40,41.98946,-72.12903
PIST,2.70,41.98946,-72.12884
PIST,3.80,41.98946,-72.12875
PIST,6.00,41.98946,-72.12870
PIST,2.70,41.98946,-72.12865
PIST,5.20,41.98946,-72.12859
BELE,1.70,41.98946,-72.12894
PIST,1.10,41.98946,-72.12890
PIST,1.50,41.98946,-72.12885
PIST,2.00,41.98946,-72.12875
PIST,2.80,41.98946,-72.12866
PIST,2.40,41.98946,-72.12859
TSCA,46.30,41.98946,-72.13012
PIST,2.40,41.98946,-72.12985
PIST,1.80,41.98946,-72.12889
PIST,1.50,41.98946,-72.12879
PIST,4.20,41.98946,-72.12867
PIST,2.70,41.98946,-72.12859
PIST,49.00,41.98946,-72.13068
BELE,1.50,41.98946,-72.12983
PIST,2.20,41.98946,-72.12888
PIST,4.10,41.98946,-72.12884
PIST,2.00,41.98946,-72.12878
PIST,1.00,41.98946,-72.12877
PIST,1.50,41.98946,-72.12876
PIST,2.60,41.98946,-72.12861
PIST,3.20,41.98946,-72.12855
PIST,3.80,41.98946,-72.12841
PIST,2.50,41.98946,-72.12840
PIST,5.90,41.98947,-72.12873
PIST,1.30,41.98947,-72.12872
PIST,3.60,41.98947,-72.12862
PIST,2.50,41.98947,-72.12861
PIST,3.00,41.98947,-72.12842
PIST,2.20,41.98947,-72.12873
PIST,1.50,41.98947,-72.12893
PIST,1.40,41.98947,-72.12889
PIST,3.60,41.98947,-72.12861
PIST,3.80,41.98947,-72.12860
PIST,3.00,41.98947,-72.12842
PIST,5.20,41.98947,-72.12841
ACRU,29.90,41.98947,-72.12942
BELE,2.40,41.98947,-72.12920
PIST,5.70,41.98947,-72.12873
PIST,1.50,41.98947,-72.12863
TSCA,28.00,41.98947,-72.13065
PIST,4.60,41.98947,-72.12884
PIST,2.10,41.98947,-72.12876
PIST,4.50,41.98947,-72.12861
TSCA,40.40,41.98947,-72.13016
BELE,1.20,41.98947,-72.12894
PIST,5.00,41.98947,-72.12882
PIST,6.20,41.98947,-72.12872
PIST,4.00,41.98947,-72.12854
PIST,47.40,41.98947,-72.12973
ACRU,30.00,41.98947,-72.12956
PIST,1.10,41.98947,-72.12861
PIST,2.40,41.98947,-72.12859
PIST,3.10,41.98947,-72.12859
PIST,2.60,41.98947,-72.12858
PIST,2.50,41.98947,-72.12858
BELE,1.00,41.98947,-72.12924
TSCA,25.30,41.98947,-72.13014
BELE,1.30,41.98947,-72.12923
PIST,2.40,41.98947,-72.12867
PIST,4.10,41.98947,-72.12861
PIST,5.10,41.98947,-72.12844
PIST,5.00,41.98947,-72.12859
TSCA,17.20,41.98948,-72.13077
PIST,13.10,41.98948,-72.12993
PIST,13.10,41.98948,-72.12993
PIST,1.60,41.98948,-72.12993
PIST,1.60,41.98948,-72.12993
BELE,1.90,41.98948,-72.12989
BELE,1.90,41.98948,-72.12989
PIST,5.00,41.98948,-72.12884
PIST,1.20,41.98948,-72.12861
PIST,2.40,41.98948,-72.12856
PIST,3.60,41.98948,-72.12842
PIST,3.80,41.98948,-72.12840
PIST,1.00,41.98948,-72.12981
TSCA,22.40,41.98948,-72.12977
PIST,5.20,41.98948,-72.12859
TSCA,23.50,41.98948,-72.13050
PIST,1.90,41.98948,-72.12983
PIST,1.20,41.98948,-72.12898
TSCA,21.80,41.98948,-72.12905
PIST,1.10,41.98948,-72.12898
PIST,1.40,41.98948,-72.12889
PIST,3.10,41.98948,-72.12843
TSCA,16.10,41.98948,-72.13044
QURU,33.40,41.98948,-72.12996
QURU,33.40,41.98948,-72.12996
PIST,1.90,41.98948,-72.12986
PIST,1.30,41.98948,-72.12897
PIST,4.30,41.98948,-72.12886
PIST,5.60,41.98948,-72.12881
PIST,1.70,41.98948,-72.12863
BELE,1.30,41.98948,-72.12981
PIST,2.70,41.98948,-72.12861
PIST,1.70,41.98948,-72.12858
TSCA,39.60,41.98948,-72.13005
TSCA,39.60,41.98948,-72.13005
PIST,1.20,41.98948,-72.12992
PIST,1.20,41.98948,-72.12992
PIST,1.10,41.98948,-72.12992
PIST,1.10,41.98948,-72.12992
PIST,1.60,41.98948,-72.12875
PIST,5.40,41.98948,-72.12874
PIST,5.20,41.98948,-72.12865
PIST,2.90,41.98948,-72.12861
PIST,4.20,41.98948,-72.12859
PIST,2.40,41.98948,-72.12859
TSCA,16.10,41.98948,-72.13056
PIST,1.90,41.98948,-72.12890
BELE,2.00,41.98948,-72.12889
PIST,2.10,41.98948,-72.12860
PIST,4.60,41.98948,-72.12859
TSCA,20.20,41.98948,-72.13035
TSCA,35.20,41.98948,-72.13028
PIST,1.70,41.98948,-72.12895
PIST,1.40,41.98948,-72.12879
PIST,2.60,41.98948,-72.12860
PIST,5.00,41.98948,-72.12859
PIST,1.10,41.98948,-72.12993
PIST,1.10,41.98948,-72.12993
PIST,1.10,41.98948,-72.12993
PIST,1.10,41.98948,-72.12993
PIST,2.60,41.98948,-72.12875
PIST,1.50,41.98948,-72.12875
PIST,4.00,41.98948,-72.12865
PIST,4.00,41.98948,-72.12860
PIST,1.70,41.98948,-72.12858
PIST,1.40,41.98948,-72.12840
BELE,20.50,41.98949,-72.13021
BELE,2.00,41.98949,-72.12986
PIST,1.40,41.98949,-72.12982
PIST,1.70,41.98949,-72.12865
PIST,1.70,41.98949,-72.12875
PIST,234.00,41.98949,-72.12865
PIST,234.00,41.98949,-72.12865
PIST,1.10,41.98949,-72.12899
PIST,2.70,41.98949,-72.12859
PIST,3.10,41.98949,-72.12851
PIST,1.10,41.98949,-72.12993
PIST,1.10,41.98949,-72.12993
PIST,3.20,41.98949,-72.12887
PIST,4.90,41.98949,-72.12865
PIST,1.60,41.98949,-72.12865
PIST,1.50,41.98949,-72.12864
PIST,2.60,41.98949,-72.12861
PIST,4.20,41.98949,-72.12860
PIST,2.40,41.98949,-72.12859
PIST,5.30,41.98949,-72.12856
PIST,2.10,41.98949,-72.12856
TSCA,10.30,41.98949,-72.13071
TSCA,45.00,41.98949,-72.13039
PIST,64.20,41.98949,-72.13029
ACRU,28.50,41.98949,-72.13015
PIST,1.50,41.98949,-72.12898
PIST,1.70,41.98949,-72.12896
PIST,6.60,41.98949,-72.12880
PIST,1.30,41.98949,-72.12866
ACRU,26.10,41.98949,-72.12866
PIST,2.10,41.98949,-72.12865
PIST,5.40,41.98949,-72.12862
PIST,4.50,41.98949,-72.12860
PIST,2.90,41.98949,-72.12859
PIST,2.70,41.98949,-72.12857
TSCA,17.80,41.98949,-72.13078
TSCA,11.50,41.98949,-72.13077
TSCA,17.70,41.98949,-72.13068
TSCA,12.90,41.98949,-72.13053
PIST,2.00,41.98949,-72.12992
PIST,2.00,41.98949,-72.12992
BELE,2.60,41.98949,-72.12991
BELE,2.60,41.98949,-72.12991
PIST,1.70,41.98949,-72.12896
PIST,3.10,41.98949,-72.12868
PIST,1.50,41.98949,-72.12868
PIST,4.20,41.98949,-72.12865
PIST,5.30,41.98949,-72.12864
PIST,5.10,41.98949,-72.12859
PIST,4.30,41.98949,-72.12840
PIST,2.60,41.98949,-72.12840
TSCA,13.00,41.98949,-72.13005
TSCA,13.00,41.98949,-72.13005
BELE,1.40,41.98949,-72.12897
PIST,1.60,41.98949,-72.12879
PIST,1.00,41.98949,-72.12879
PIST,3.50,41.98949,-72.12868
PIST,2.00,41.98949,-72.12868
PIST,2.80,41.98949,-72.12860
PIST,3.50,41.98949,-72.12860
PIST,3.20,41.98949,-72.12859
PIST,2.20,41.98949,-72.12880
PIST,4.40,41.98949,-72.12880
PIST,1.30,41.98949,-72.12879
PIST,10.00,41.98949,-72.12871
PIST,1.10,41.98949,-72.12868
PIST,5.30,41.98949,-72.12867
PIST,4.10,41.98949,-72.12867
PIST,2.80,41.98949,-72.12866
PIST,1.30,41.98949,-72.12866
PIST,2.50,41.98949,-72.12865
PIST,3.20,41.98949,-72.12861
PIST,2.80,41.98949,-72.12843
PIST,26.20,41.98949,-72.13073
PIST,1.00,41.98949,-72.12889
PIST,NA,41.98949,-72.12889
PIST,NA,41.98949,-72.12887
PIST,2.60,41.98949,-72.12881
PIST,4.90,41.98949,-72.12869
PIST,3.90,41.98949,-72.12868
PIST,2.60,41.98949,-72.12867
PIST,2.10,41.98949,-72.12866
PIST,4.50,41.98949,-72.12866
PIST,2.00,41.98949,-72.12866
PIST,2.20,41.98949,-72.12866
PIST,1.50,41.98949,-72.12866
PIST,1.80,41.98949,-72.12865
PIST,2.70,41.98949,-72.12865
PIST,3.90,41.98949,-72.12858
PIST,5.40,41.98949,-72.12852
PIST,1.10,41.98949,-72.12851
PIST,3.30,41.98949,-72.12840
TSCA,16.50,41.98949,-72.13048
PIST,3.90,41.98949,-72.12881
PIST,4.60,41.98949,-72.12877
PIST,4.70,41.98949,-72.12870
PIST,1.20,41.98949,-72.12869
PIST,1.20,41.98949,-72.12868
PIST,1.50,41.98949,-72.12868
PIST,6.70,41.98949,-72.12866
PIST,3.00,41.98949,-72.12866
PIST,4.50,41.98949,-72.12866
PIST,2.60,41.98949,-72.12865
PIST,3.30,41.98949,-72.12862
PIST,1.80,41.98949,-72.12861
PIST,5.00,41.98949,-72.12844
TSCA,23.30,41.98950,-72.13036
PIST,4.10,41.98950,-72.12883
PIST,1.30,41.98950,-72.12869
PIST,2.00,41.98950,-72.12862
PIST,1.70,41.98950,-72.12862
PIST,4.50,41.98950,-72.12862
PIST,2.70,41.98950,-72.12870
PIST,3.00,41.98950,-72.12869
PIST,2.60,41.98950,-72.12869
PIST,2.60,41.98950,-72.12862
PIST,2.50,41.98950,-72.12858
TSCA,33.80,41.98950,-72.12905
PIST,1.70,41.98950,-72.12897
PIST,2.80,41.98950,-72.12881
PIST,7.10,41.98950,-72.12869
PIST,1.30,41.98950,-72.12867
PIST,2.40,41.98950,-72.12865
PIST,1.50,41.98950,-72.12864
PIST,4.90,41.98950,-72.12850
TSCA,16.60,41.98950,-72.13018
TSCA,15.90,41.98950,-72.13016
PIST,3.10,41.98950,-72.12898
PIST,2.80,41.98950,-72.12880
PIST,4.00,41.98950,-72.12870
PIST,2.70,41.98950,-72.12870
PIST,1.00,41.98950,-72.12851
TSCA,14.20,41.98950,-72.13076
BELE,3.10,41.98950,-72.12988
BELE,3.10,41.98950,-72.12988
BELE,1.40,41.98950,-72.12969
PIST,4.60,41.98950,-72.12882
PIST,5.30,41.98950,-72.12881
PIST,2.40,41.98950,-72.12880
PIST,3.70,41.98950,-72.12873
PIST,2.20,41.98950,-72.12870
PIST,2.90,41.98950,-72.12869
PIST,1.30,41.98950,-72.12867
PIST,1.30,41.98950,-72.12866
PIST,2.90,41.98950,-72.12862
PIST,4.00,41.98950,-72.12862
PIST,2.00,41.98950,-72.12861
PIST,3.30,41.98950,-72.12859
PIST,3.50,41.98950,-72.12852
PIST,6.00,41.98950,-72.12840
TSCA,4.70,41.98950,-72.12881
PIST,2.80,41.98950,-72.12879
PIST,5.20,41.98950,-72.12862
PIST,1.50,41.98950,-72.12861
PIST,5.50,41.98950,-72.12851
PIST,3.50,41.98950,-72.12845
TSCA,19.40,41.98950,-72.13007
TSCA,19.40,41.98950,-72.13007
PIST,1.50,41.98950,-72.12876
PIST,4.30,41.98950,-72.12866
PIST,2.60,41.98950,-72.12866
PIST,4.20,41.98950,-72.12859
PIST,7.30,41.98950,-72.12848
TSCA,34.90,41.98950,-72.13052
TSCA,21.50,41.98950,-72.13029
BELE,2.30,41.98950,-72.12968
PIST,6.40,41.98950,-72.12879
PIST,2.40,41.98950,-72.12879
PIST,2.60,41.98950,-72.12869
PIST,19.00,41.98950,-72.12868
PIST,2.40,41.98950,-72.12866
PIST,2.90,41.98950,-72.12864
QURU,65.00,41.98950,-72.12860
PIST,1.50,41.98950,-72.12858
PIST,2.40,41.98950,-72.12852
ACRU,22.30,41.98950,-72.12983
QURU,54.10,41.98950,-72.12913
PIST,3.00,41.98950,-72.12881
PIST,5.40,41.98950,-72.12880
PIST,5.20,41.98950,-72.12874
PIST,2.50,41.98950,-72.12874
PIST,6.50,41.98950,-72.12874
PIST,2.20,41.98950,-72.12865
PIST,4.80,41.98950,-72.12865
PIST,2.00,41.98950,-72.12862
PIST,5.60,41.98950,-72.12861
PIST,2.20,41.98950,-72.12860
PIST,2.60,41.98950,-72.12859
PIST,3.00,41.98950,-72.12858
PIST,3.80,41.98950,-72.12842
TSCA,34.90,41.98950,-72.12909
PIST,4.10,41.98950,-72.12879
PIST,7.00,41.98950,-72.12877
PIST,1.90,41.98950,-72.12869
PIST,2.80,41.98950,-72.12862
PIST,4.20,41.98950,-72.12861
PIST,3.20,41.98950,-72.12860
PIST,5.60,41.98950,-72.12856
TSCA,29.30,41.98951,-72.13039
PIST,5.70,41.98951,-72.12884
PIST,2.80,41.98951,-72.12882
PIST,3.10,41.98951,-72.12881
PIST,2.10,41.98951,-72.12879
PIST,1.10,41.98951,-72.12865
PIST,2.00,41.98951,-72.12860
PIST,3.50,41.98951,-72.12858
PIST,6.10,41.98951,-72.12851
PIST,1.40,41.98951,-72.12848
ACRU,37.40,41.98951,-72.13077
TSCA,18.20,41.98951,-72.13007
TSCA,18.20,41.98951,-72.13007
TSCA,20.10,41.98951,-72.13000
TSCA,20.10,41.98951,-72.13000
PIST,3.30,41.98951,-72.12880
PIST,4.80,41.98951,-72.12876
PIST,2.90,41.98951,-72.12862
PIST,29.00,41.98951,-72.12861
PIST,3.30,41.98951,-72.12856
TSCA,31.50,41.98951,-72.12943
PIST,3.70,41.98951,-72.12880
PIST,1.30,41.98951,-72.12877
PIST,1.90,41.98951,-72.12876
PIST,4.70,41.98951,-72.12874
PIST,2.20,41.98951,-72.12869
PIST,5.90,41.98951,-72.12865
PIST,3.30,41.98951,-72.12864
PIST,1.90,41.98951,-72.12860
PIST,5.40,41.98951,-72.12856
PIST,1.20,41.98951,-72.12843
ACRU,19.60,41.98951,-72.13077
PIST,6.30,41.98951,-72.12877
PIST,3.80,41.98951,-72.12874
PIST,3.40,41.98951,-72.12869
PIST,1.10,41.98951,-72.12861
PIST,1.50,41.98951,-72.12861
PIST,3.00,41.98951,-72.12856
PIST,4.40,41.98951,-72.12843
PIST,2.70,41.98951,-72.12842
PIST,2.40,41.98951,-72.12839
PIST,1.60,41.98951,-72.12874
PIST,1.20,41.98951,-72.12873
PIST,3.80,41.98951,-72.12865
PIST,1.50,41.98951,-72.12864
PIST,1.70,41.98951,-72.12864
PIST,4.10,41.98951,-72.12864
PIST,2.70,41.98951,-72.12862
PIST,1.70,41.98951,-72.12851
PIST,3.10,41.98951,-72.12851
PIST,2.00,41.98951,-72.12884
PIST,1.90,41.98951,-72.12880
PIST,1.70,41.98951,-72.12880
PIST,1.80,41.98951,-72.12876
PIST,2.20,41.98951,-72.12874
PIST,2.70,41.98951,-72.12874
PIST,2.80,41.98951,-72.12869
PIST,1.70,41.98951,-72.12869
PIST,2.80,41.98951,-72.12868
PIST,3.70,41.98951,-72.12866
PIST,2.80,41.98951,-72.12881
BELE,1.90,41.98951,-72.12871
PIST,4.20,41.98951,-72.12866
PIST,3.00,41.98951,-72.12866
PIST,4.80,41.98951,-72.12860
PIST,3.10,41.98951,-72.12856
TSCA,24.80,41.98951,-72.13002
TSCA,24.80,41.98951,-72.13002
BELE,1.40,41.98951,-72.12974
PIST,6.50,41.98951,-72.12879
PIST,1.30,41.98951,-72.12877
PIST,2.50,41.98951,-72.12864
PIST,1.40,41.98951,-72.12862
PIST,2.80,41.98951,-72.12862
PIST,2.10,41.98951,-72.12859
PIST,4.40,41.98951,-72.12858
PIST,1.50,41.98951,-72.12854
PIST,3.40,41.98951,-72.12854
PIST,3.50,41.98951,-72.12883
PIST,3.80,41.98951,-72.12874
BELE,3.90,41.98951,-72.12870
PIST,3.40,41.98951,-72.12866
PIST,3.20,41.98951,-72.12864
PIST,1.30,41.98951,-72.12864
PIST,3.00,41.98951,-72.12860
PIST,1.90,41.98951,-72.12860
PIST,55.60,41.98951,-72.13048
TSCA,5.50,41.98951,-72.12944
PIST,3.20,41.98951,-72.12885
